subject,session,volume,modality,data,stimDur,jitter
sub-05,ses-01,1,vaso,-0.5195595385119267,24.0,.57
sub-05,ses-01,2,vaso,-0.09687545109637874,24.0,.57
sub-05,ses-01,3,vaso,0.3346145548070112,24.0,.57
sub-05,ses-01,4,vaso,0.6252098649052185,24.0,.57
sub-05,ses-01,5,vaso,0.6075980279295679,24.0,.57
sub-05,ses-01,6,vaso,0.5811802724660864,24.0,.57
sub-05,ses-01,7,vaso,0.45789741363654324,24.0,.57
sub-05,ses-01,8,vaso,0.4226737396852531,24.0,.57
sub-05,ses-01,9,vaso,0.4314796581730729,24.0,.57
sub-05,ses-01,10,vaso,0.7925223161738715,24.0,.57
sub-05,ses-01,11,vaso,1.109535381735527,24.0,.57
sub-05,ses-01,12,vaso,1.3561010993946132,24.0,.57
sub-05,ses-01,13,vaso,1.4793839582241564,24.0,.57
sub-05,ses-01,14,vaso,1.743561512858871,24.0,.57
sub-05,ses-01,15,vaso,1.7787851868101612,24.0,.57
sub-05,ses-01,16,vaso,1.963709475054476,24.0,.57
sub-05,ses-01,17,vaso,2.2278870296891906,24.0,.57
sub-05,ses-01,18,vaso,2.5272882582752065,24.0,.57
sub-05,ses-01,19,vaso,2.6241533616412904,24.0,.57
sub-05,ses-01,20,vaso,2.7562421389586422,24.0,.57
sub-05,ses-01,21,vaso,2.6153474431534596,24.0,.57
sub-05,ses-01,22,vaso,2.509676421299556,24.0,.57
sub-05,ses-01,23,vaso,2.4128113179334942,24.0,.57
sub-05,ses-01,24,vaso,2.1926633557379005,24.0,.57
sub-05,ses-01,25,vaso,2.0341568229570672,24.0,.57
sub-05,ses-01,26,vaso,1.7523674313466908,24.0,.57
sub-05,ses-01,27,vaso,1.6555023279806291,24.0,.57
sub-05,ses-01,28,vaso,1.3825188548580836,24.0,.57
sub-05,ses-01,29,vaso,1.4265484472972045,24.0,.57
sub-05,ses-01,30,vaso,1.69953192041975,24.0,.57
sub-05,ses-01,31,vaso,2.086992333884019,24.0,.57
sub-05,ses-01,32,vaso,2.421617236421325,24.0,.57
sub-05,ses-01,33,vaso,2.6153474431534596,24.0,.57
sub-05,ses-01,34,vaso,2.7386303019829916,24.0,.57
sub-05,ses-01,35,vaso,2.7386303019829916,24.0,.57
sub-05,ses-01,36,vaso,2.4392290733969646,24.0,.57
sub-05,ses-01,37,vaso,1.8756502901762229,24.0,.57
sub-05,ses-01,38,vaso,1.2152064035894194,24.0,.57
sub-05,ses-01,39,vaso,0.5019270060756642,24.0,.57
sub-05,ses-01,40,vaso,-0.3082174948041416,24.0,.57
sub-05,ses-01,41,vaso,-0.7220956637318698,24.0,.57
sub-05,ses-01,42,vaso,-1.0391087292935364,24.0,.57
sub-05,ses-01,43,vaso,-1.1535856696352598,24.0,.57
sub-05,ses-01,44,vaso,-1.1623915881230795,24.0,.57
sub-05,ses-01,45,vaso,-1.056720566269198,24.0,.57
sub-05,ses-01,46,vaso,-0.8541844410492327,24.0,.57
sub-05,ses-01,47,vaso,-0.6780660712927489,24.0,.57
sub-05,ses-01,48,vaso,-0.5900068864145069,24.0,.57
sub-05,ses-01,49,vaso,-0.7044838267562081,24.0,.57
sub-05,ses-01,50,vaso,-0.7132897452440501,24.0,.57
sub-05,ses-01,51,vaso,-0.8717962780248945,24.0,.57
sub-05,ses-01,52,vaso,-1.056720566269198,24.0,.57
sub-05,ses-01,53,vaso,-1.056720566269198,24.0,.57
sub-05,ses-01,54,vaso,-1.0743324032448376,24.0,.57
sub-05,ses-01,55,vaso,-0.9422436259274747,24.0,.57
sub-05,ses-01,56,vaso,-0.6252305603658082,24.0,.57
sub-05,ses-01,57,vaso,-0.37866484270674405,24.0,.57
sub-05,ses-01,58,vaso,0.22013761446531,24.0,.57
sub-05,ses-01,59,vaso,0.5811802724660864,24.0,.57
sub-05,ses-01,60,vaso,0.5107329245634951,24.0,.57
sub-05,ses-01,0,bold,1.123167799356417,24.0,0.0
sub-05,ses-01,1,bold,1.1290304368112736,24.0,0.0
sub-05,ses-01,2,bold,1.2524389552358794,24.0,0.0
sub-05,ses-01,3,bold,1.6346829172921629,24.0,0.0
sub-05,ses-01,4,bold,2.1133672654807256,24.0,0.0
sub-05,ses-01,5,bold,2.608466998542869,24.0,0.0
sub-05,ses-01,6,bold,3.047285412038425,24.0,0.0
sub-05,ses-01,7,bold,3.2565815691766087,24.0,0.0
sub-05,ses-01,8,bold,3.364747230218601,24.0,0.0
sub-05,ses-01,9,bold,3.4125277254756448,24.0,0.0
sub-05,ses-01,10,bold,3.4535661876595958,24.0,0.0
sub-05,ses-01,11,bold,3.6021840471400557,24.0,0.0
sub-05,ses-01,12,bold,3.777770038912842,24.0,0.0
sub-05,ses-01,13,bold,3.9439758107578493,24.0,0.0
sub-05,ses-01,14,bold,4.075885153491998,24.0,0.0
sub-05,ses-01,15,bold,4.105491472638989,24.0,0.0
sub-05,ses-01,16,bold,4.073833230382817,24.0,0.0
sub-05,ses-01,17,bold,3.988531855414723,24.0,0.0
sub-05,ses-01,18,bold,3.8651233369901172,24.0,0.0
sub-05,ses-01,19,bold,3.7250063018192003,24.0,0.0
sub-05,ses-01,20,bold,3.600718387776358,24.0,0.0
sub-05,ses-01,21,bold,3.5274354195907076,24.0,0.0
sub-05,ses-01,22,bold,3.5151238809355334,24.0,0.0
sub-05,ses-01,23,bold,3.6309109706688325,24.0,0.0
sub-05,ses-01,24,bold,3.7798219620220452,24.0,0.0
sub-05,ses-01,25,bold,3.912610700374408,24.0,0.0
sub-05,ses-01,26,bold,3.98647993230552,24.0,0.0
sub-05,ses-01,27,bold,3.892677733027927,24.0,0.0
sub-05,ses-01,28,bold,3.730575807401282,24.0,0.0
sub-05,ses-01,29,bold,3.528314815208944,24.0,0.0
sub-05,ses-01,30,bold,3.3286920098712924,24.0,0.0
sub-05,ses-01,31,bold,3.224630195047684,24.0,0.0
sub-05,ses-01,32,bold,3.1094293690598684,24.0,0.0
sub-05,ses-01,33,bold,2.9364815641417463,24.0,0.0
sub-05,ses-01,34,bold,2.6568337575453738,24.0,0.0
sub-05,ses-01,35,bold,2.1889952886482877,24.0,0.0
sub-05,ses-01,36,bold,1.6247164336189002,24.0,0.0
sub-05,ses-01,37,bold,1.0120708195870076,24.0,0.0
sub-05,ses-01,38,bold,0.4143749310649758,24.0,0.0
sub-05,ses-01,39,bold,-0.09860584623445634,24.0,0.0
sub-05,ses-01,40,bold,-0.4916956875822054,24.0,0.0
sub-05,ses-01,41,bold,-0.725028658285265,24.0,0.0
sub-05,ses-01,42,bold,-0.7789649228698958,24.0,0.0
sub-05,ses-01,43,bold,-0.6165698653705309,24.0,0.0
sub-05,ses-01,44,bold,-0.333990740046719,24.0,0.0
sub-05,ses-01,45,bold,0.008973551062063656,24.0,0.0
sub-05,ses-01,46,bold,0.34402328160676454,24.0,0.0
sub-05,ses-01,47,bold,0.5720798786004622,24.0,0.0
sub-05,ses-01,48,bold,0.7007647707344411,24.0,0.0
sub-05,ses-01,49,bold,0.7107312544076816,24.0,0.0
sub-05,ses-01,50,bold,0.6104801539297489,24.0,0.0
sub-05,ses-01,51,bold,0.40733976611917466,24.0,0.0
sub-05,ses-01,52,bold,0.14029663005070692,24.0,0.0
sub-05,ses-01,53,bold,-0.1446275502550276,24.0,0.0
sub-05,ses-01,54,bold,-0.40727370823235853,24.0,0.0
sub-05,ses-01,55,bold,-0.5910673924419241,24.0,0.0
sub-05,ses-01,56,bold,-0.7191660208304196,24.0,0.0
sub-05,ses-01,57,bold,-0.7959665714889486,24.0,0.0
sub-05,ses-01,58,bold,-0.8337805830727407,24.0,0.0
sub-05,ses-01,59,bold,-0.8519547591827825,24.0,0.0
sub-05,ses-01,60,bold,-0.865145693456193,24.0,0.0
sub-05,ses-01,0,bold,-0.16983689131090385,24.0,355
sub-05,ses-01,1,bold,0.3876999306454021,24.0,355
sub-05,ses-01,2,bold,0.9868614785311314,24.0,355
sub-05,ses-01,3,bold,1.558468630379095,24.0,355
sub-05,ses-01,4,bold,1.9870274283286804,24.0,355
sub-05,ses-01,5,bold,2.315335125800333,24.0,355
sub-05,ses-01,6,bold,2.550133755867079,24.0,355
sub-05,ses-01,7,bold,2.7151670002211414,24.0,355
sub-05,ses-01,8,bold,2.83564419991833,24.0,355
sub-05,ses-01,9,bold,2.9446892565785365,24.0,355
sub-05,ses-01,10,bold,3.075132939948988,24.0,355
sub-05,ses-01,11,bold,3.2504257998489994,24.0,355
sub-05,ses-01,12,bold,3.533298057045564,24.0,355
sub-05,ses-01,13,bold,3.803272511841449,24.0,355
sub-05,ses-01,14,bold,4.001429657815381,24.0,355
sub-05,ses-01,15,bold,4.076178285364751,24.0,355
sub-05,ses-01,16,bold,3.8786074031362805,24.0,355
sub-05,ses-01,17,bold,3.5904587722303427,24.0,355
sub-05,ses-01,18,bold,3.2718244265592222,24.0,355
sub-05,ses-01,19,bold,3.010937059818364,24.0,355
sub-05,ses-01,20,bold,2.9836757956533067,24.0,355
sub-05,ses-01,21,bold,3.028524972182911,24.0,355
sub-05,ses-01,22,bold,3.104446127223226,24.0,355
sub-05,ses-01,23,bold,3.1431395344252433,24.0,355
sub-05,ses-01,24,bold,2.98426205939879,24.0,355
sub-05,ses-01,25,bold,2.7975370564617963,24.0,355
sub-05,ses-01,26,bold,2.6404183726717934,24.0,355
sub-05,ses-01,27,bold,2.5738774375592355,24.0,355
sub-05,ses-01,28,bold,2.755912330532362,24.0,355
sub-05,ses-01,29,bold,3.0039018948725404,24.0,355
sub-05,ses-01,30,bold,3.241338711793995,24.0,355
sub-05,ses-01,31,bold,3.3928878900018944,24.0,355
sub-05,ses-01,32,bold,3.293223053269423,24.0,355
sub-05,ses-01,33,bold,3.0405433789653546,24.0,355
sub-05,ses-01,34,bold,2.665334581854917,24.0,355
sub-05,ses-01,35,bold,2.205996937267374,24.0,355
sub-05,ses-01,36,bold,1.7507631388981926,24.0,355
sub-05,ses-01,37,bold,1.2967018680200004,24.0,355
sub-05,ses-01,38,bold,0.8649186194702452,24.0,355
sub-05,ses-01,39,bold,0.47622575621366625,24.0,355
sub-05,ses-01,40,bold,0.14117602566892096,24.0,355
sub-05,ses-01,41,bold,-0.1241083191630632,24.0,355
sub-05,ses-01,42,bold,-0.3175753551731275,24.0,355
sub-05,ses-01,43,bold,-0.44450145607064506,24.0,355
sub-05,ses-01,44,bold,-0.48671244574557404,24.0,355
sub-05,ses-01,45,bold,-0.49257508320044163,24.0,355
sub-05,ses-01,46,bold,-0.48084980829072865,24.0,355
sub-05,ses-01,47,bold,-0.47059019274473535,24.0,355
sub-05,ses-01,48,bold,-0.4934544788186557,24.0,355
sub-05,ses-01,49,bold,-0.5459250840395669,24.0,355
sub-05,ses-01,50,bold,-0.6303470633894137,24.0,355
sub-05,ses-01,51,bold,-0.7361676694494723,24.0,355
sub-05,ses-01,52,bold,-0.8718877265292746,24.0,355
sub-05,ses-01,53,bold,-0.9865022887715957,24.0,355
sub-05,ses-01,54,bold,-1.0606646525754493,24.0,355
sub-05,ses-01,55,bold,-1.0753212462126016,24.0,355
sub-05,ses-01,56,bold,-0.9765358050983552,24.0,355
sub-05,ses-01,57,bold,-0.8276248137451536,24.0,355
sub-05,ses-01,58,bold,-0.6634709650093273,24.0,355
sub-05,ses-01,59,bold,-0.5084042043285275,24.0,355
sub-05,ses-01,60,bold,-0.42984486243352604,24.0,355
sub-05,ses-01,0,bold,-0.02356408681237765,24.0,785
sub-05,ses-01,1,bold,0.07316943119266561,24.0,785
sub-05,ses-01,2,bold,0.25901503851144536,24.0,785
sub-05,ses-01,3,bold,0.5248856470889018,24.0,785
sub-05,ses-01,4,bold,0.8760576306344747,24.0,785
sub-05,ses-01,5,bold,1.294063681165314,24.0,785
sub-05,ses-01,6,bold,1.7803694580451834,24.0,785
sub-05,ses-01,7,bold,2.268727158034256,24.0,785
sub-05,ses-01,8,bold,2.711649417748241,24.0,785
sub-05,ses-01,9,bold,3.0607694781845884,24.0,785
sub-05,ses-01,10,bold,3.257167832922092,24.0,785
sub-05,ses-01,11,bold,3.336313438562577,24.0,785
sub-05,ses-01,12,bold,3.3040689325608996,24.0,785
sub-05,ses-01,13,bold,3.1956101396461545,24.0,785
sub-05,ses-01,14,bold,3.0314562909103504,24.0,785
sub-05,ses-01,15,bold,2.8781483214659787,24.0,785
sub-05,ses-01,16,bold,2.7585505173870484,24.0,785
sub-05,ses-01,17,bold,2.717805187075828,24.0,785
sub-05,ses-01,18,bold,2.8031065620439,24.0,785
sub-05,ses-01,19,bold,2.9584664545974526,24.0,785
sub-05,ses-01,20,bold,3.1443120619162324,24.0,785
sub-05,ses-01,21,bold,3.324001899907403,24.0,785
sub-05,ses-01,22,bold,3.4380301984042516,24.0,785
sub-05,ses-01,23,bold,3.488155748643207,24.0,785
sub-05,ses-01,24,bold,3.4696884406604234,24.0,785
sub-05,ses-01,25,bold,3.399629923074965,24.0,785
sub-05,ses-01,26,bold,3.2513051954672356,24.0,785
sub-05,ses-01,27,bold,3.1050323909687094,24.0,785
sub-05,ses-01,28,bold,3.00536755423626,24.0,785
sub-05,ses-01,29,bold,2.9725367844890993,24.0,785
sub-05,ses-01,30,bold,3.108843105314363,24.0,785
sub-05,ses-01,31,bold,3.2513051954672356,24.0,785
sub-05,ses-01,32,bold,3.311983493124959,24.0,785
sub-05,ses-01,33,bold,3.2178881619745914,24.0,785
sub-05,ses-01,34,bold,2.81776315568103,24.0,785
sub-05,ses-01,35,bold,2.2200672671589983,24.0,785
sub-05,ses-01,36,bold,1.4799092884840936,24.0,785
sub-05,ses-01,37,bold,0.6699859240964612,24.0,785
sub-05,ses-01,38,bold,-0.11414183548982271,24.0,785
sub-05,ses-01,39,bold,-0.8065193189076725,24.0,785
sub-05,ses-01,40,bold,-1.3309322392440759,24.0,785
sub-05,ses-01,41,bold,-1.6472215299332849,24.0,785
sub-05,ses-01,42,bold,-1.6498597167879603,24.0,785
sub-05,ses-01,43,bold,-1.5062250991441206,24.0,785
sub-05,ses-01,44,bold,-1.3016190519698267,24.0,785
sub-05,ses-01,45,bold,-1.1298437745426937,24.0,785
sub-05,ses-01,46,bold,-1.1987297646372075,24.0,785
sub-05,ses-01,47,bold,-1.329759711753109,24.0,785
sub-05,ses-01,48,bold,-1.4648935050874279,24.0,785
sub-05,ses-01,49,bold,-1.540521528255001,24.0,785
sub-05,ses-01,50,bold,-1.379298998246592,24.0,785
sub-05,ses-01,51,bold,-1.1541737199803337,24.0,785
sub-05,ses-01,52,bold,-0.9158575074406428,24.0,785
sub-05,ses-01,53,bold,-0.7200454164486336,24.0,785
sub-05,ses-01,54,bold,-0.7200454164486336,24.0,785
sub-05,ses-01,55,bold,-0.7936215165070148,24.0,785
sub-05,ses-01,56,bold,-0.8853717926754268,24.0,785
sub-05,ses-01,57,bold,-0.9566028377518743,24.0,785
sub-05,ses-01,58,bold,-0.8818542102025151,24.0,785
sub-05,ses-01,59,bold,-0.7687053073239025,24.0,785
sub-05,ses-01,60,bold,-0.6423654701718573,24.0,785
sub-05,ses-01,0,bold,-0.016235789993812588,24.0,.57
sub-05,ses-01,1,bold,0.1197773989587203,24.0,.57
sub-05,ses-01,2,bold,0.405874106755455,24.0,.57
sub-05,ses-01,3,bold,0.7711164201926524,24.0,.57
sub-05,ses-01,4,bold,1.1694826352497412,24.0,.57
sub-05,ses-01,5,bold,1.559641157870062,24.0,.57
sub-05,ses-01,6,bold,1.8624463824131077,24.0,.57
sub-05,ses-01,7,bold,2.1136603973534562,24.0,.57
sub-05,ses-01,8,bold,2.3232496863643703,24.0,.57
sub-05,ses-01,9,bold,2.5126128761560507,24.0,.57
sub-05,ses-01,10,bold,2.7037348571841813,24.0,.57
sub-05,ses-01,11,bold,2.8966156294487844,24.0,.57
sub-05,ses-01,12,bold,3.090962061077085,24.0,.57
sub-05,ses-01,13,bold,3.2861878883235995,24.0,.57
sub-05,ses-01,14,bold,3.47730986935173,24.0,.57
sub-05,ses-01,15,bold,3.63882553123287,24.0,.57
sub-05,ses-01,16,bold,3.736731576728891,24.0,.57
sub-05,ses-01,17,bold,3.747577456020368,24.0,.57
sub-05,ses-01,18,bold,3.6159612451589496,24.0,.57
sub-05,ses-01,19,bold,3.443599703986333,24.0,.57
sub-05,ses-01,20,bold,3.2703587671955248,24.0,.57
sub-05,ses-01,21,bold,3.1463639850254133,24.0,.57
sub-05,ses-01,22,bold,3.174211512935954,24.0,.57
sub-05,ses-01,23,bold,3.248960140485302,24.0,.57
sub-05,ses-01,24,bold,3.320191185561727,24.0,.57
sub-05,ses-01,25,bold,3.3497975047087403,24.0,.57
sub-05,ses-01,26,bold,3.2102667332832846,24.0,.57
sub-05,ses-01,27,bold,3.0229554666008074,24.0,.57
sub-05,ses-01,28,bold,2.83066095808171,24.0,.57
sub-05,ses-01,29,bold,2.674714801782674,24.0,.57
sub-05,ses-01,30,bold,2.659765076272813,24.0,.57
sub-05,ses-01,31,bold,2.6826293623467334,24.0,.57
sub-05,ses-01,32,bold,2.7025623296932144,24.0,.57
sub-05,ses-01,33,bold,2.6688521643278174,24.0,.57
sub-05,ses-01,34,bold,2.494145568173267,24.0,.57
sub-05,ses-01,35,bold,2.2156702890678615,24.0,.57
sub-05,ses-01,36,bold,1.82844308517498,24.0,.57
sub-05,ses-01,37,bold,1.3556213744412737,24.0,.57
sub-05,ses-01,38,bold,0.820948838558877,24.0,.57
sub-05,ses-01,39,bold,0.26927465405741646,24.0,.57
sub-05,ses-01,40,bold,-0.2557245300244704,24.0,.57
sub-05,ses-01,41,bold,-0.7162347021029802,24.0,.57
sub-05,ses-01,42,bold,-1.0630097075574052,24.0,.57
sub-05,ses-01,43,bold,-1.299273996987893,24.0,.57
sub-05,ses-01,44,bold,-1.4335283947039756,24.0,.57
sub-05,ses-01,45,bold,-1.477498175615355,24.0,.57
sub-05,ses-01,46,bold,-1.4475987245956223,24.0,.57
sub-05,ses-01,47,bold,-1.379298998246592,24.0,.57
sub-05,ses-01,48,bold,-1.3145168543704955,24.0,.57
sub-05,ses-01,49,bold,-1.2808066890051095,24.0,.57
sub-05,ses-01,50,bold,-1.331811634862301,24.0,.57
sub-05,ses-01,51,bold,-1.4305970759765474,24.0,.57
sub-05,ses-01,52,bold,-1.5534193306556698,24.0,.57
sub-05,ses-01,53,bold,-1.6791729040622094,24.0,.57
sub-05,ses-01,54,bold,-1.7847003782495263,24.0,.57
sub-05,ses-01,55,bold,-1.8468443352709363,24.0,.57
sub-05,ses-01,56,bold,-1.8383435109614155,24.0,.57
sub-05,ses-01,57,bold,-1.7594910371936612,24.0,.57
sub-05,ses-01,58,bold,-1.5329000995636832,24.0,.57
sub-05,ses-01,59,bold,-1.3165687774796986,24.0,.57
sub-05,ses-01,60,bold,-1.1735204235813312,24.0,.57
sub-05,ses-03,0,vaso,-0.19587198071218115,1.0,525
sub-05,ses-03,1,vaso,0.0996654225449034,1.0,525
sub-05,ses-03,2,vaso,0.3430491664036528,1.0,525
sub-05,ses-03,3,vaso,0.8211243775547938,1.0,525
sub-05,ses-03,4,vaso,1.160123163643778,1.0,525
sub-05,ses-03,5,vaso,1.220969099608471,1.0,525
sub-05,ses-03,6,vaso,1.0992772276790852,1.0,525
sub-05,ses-03,7,vaso,0.8124321009884139,1.0,525
sub-05,ses-03,8,vaso,0.45604876176664755,1.0,525
sub-05,ses-03,9,vaso,0.1605113585095852,1.0,525
sub-05,ses-03,10,vaso,-0.11764149161472837,1.0,525
sub-05,ses-03,11,vaso,-0.248025640110483,1.0,525
sub-05,ses-03,12,vaso,-0.2045642572785722,1.0,525
sub-05,ses-03,13,vaso,-0.16110287444663918,1.0,525
sub-05,ses-03,14,vaso,-0.03941100251725338,1.0,525
sub-05,ses-03,15,vaso,-0.030718725950862336,1.0,525
sub-05,ses-03,0,vaso,0.4038951023683457,1.0,575
sub-05,ses-03,1,vaso,0.6385865696607373,1.0,575
sub-05,ses-03,2,vaso,0.803739824422034,1.0,575
sub-05,ses-03,3,vaso,0.7255093353245701,1.0,575
sub-05,ses-03,4,vaso,0.5082024211649494,1.0,575
sub-05,ses-03,5,vaso,0.31697233670450187,1.0,575
sub-05,ses-03,6,vaso,0.18658818820873613,1.0,575
sub-05,ses-03,7,vaso,0.08228086941213242,1.0,575
sub-05,ses-03,8,vaso,0.10835769911128335,1.0,575
sub-05,ses-03,9,vaso,0.08228086941213242,1.0,575
sub-05,ses-03,10,vaso,0.012742656881059578,1.0,575
sub-05,ses-03,11,vaso,-0.013334172818102452,1.0,575
sub-05,ses-03,12,vaso,-0.16110287444663918,1.0,575
sub-05,ses-03,13,vaso,-0.21325653384494103,1.0,575
sub-05,ses-03,14,vaso,-0.23064108697772312,1.0,575
sub-05,ses-03,15,vaso,-0.10025693848194628,1.0,575
sub-05,ses-03,0,vaso,-1.8039431454932808,1.0,0.0
sub-05,ses-03,1,vaso,-1.4562520828379055,1.0,0.0
sub-05,ses-03,2,vaso,-0.8651772763237808,1.0,0.0
sub-05,ses-03,3,vaso,-0.16110287444663918,1.0,0.0
sub-05,ses-03,4,vaso,0.49951014459856946,1.0,0.0
sub-05,ses-03,5,vaso,0.6994325056254191,1.0,0.0
sub-05,ses-03,6,vaso,0.6733556759262682,1.0,0.0
sub-05,ses-03,7,vaso,0.3430491664036528,1.0,0.0
sub-05,ses-03,8,vaso,-0.05679555565001326,1.0,0.0
sub-05,ses-03,9,vaso,-0.48271710740284135,1.0,0.0
sub-05,ses-03,10,vaso,-0.5348707668011654,1.0,0.0
sub-05,ses-03,11,vaso,-0.769562234093546,1.0,0.0
sub-05,ses-03,12,vaso,-0.8391004466246077,1.0,0.0
sub-05,ses-03,13,vaso,-0.9694845951203845,1.0,0.0
sub-05,ses-03,14,vaso,-0.9694845951203845,1.0,0.0
sub-05,ses-03,15,vaso,-1.0303305310850774,1.0,0.0
sub-05,ses-03,0,vaso,-0.19587198071218115,1.0,705
sub-05,ses-03,1,vaso,0.3604337195364238,1.0,705
sub-05,ses-03,2,vaso,0.7342016118909611,1.0,705
sub-05,ses-03,3,vaso,0.9254316963514087,1.0,705
sub-05,ses-03,4,vaso,0.5777406336960444,1.0,705
sub-05,ses-03,5,vaso,0.4908178680321895,1.0,705
sub-05,ses-03,6,vaso,0.17789591164235619,1.0,705
sub-05,ses-03,7,vaso,-0.10025693848194628,1.0,705
sub-05,ses-03,8,vaso,-0.3262561292079358,1.0,705
sub-05,ses-03,9,vaso,-0.5957167027658361,1.0,705
sub-05,ses-03,10,vaso,-0.7608699575271549,1.0,705
sub-05,ses-03,11,vaso,-1.0737919139169882,1.0,705
sub-05,ses-03,12,vaso,-1.3345602109085197,1.0,705
sub-05,ses-03,13,vaso,-1.5605594016345092,1.0,705
sub-05,ses-03,14,vaso,-1.5605594016345092,1.0,705
sub-05,ses-03,15,vaso,-1.3084833812093688,1.0,705
sub-05,ses-03,0,bold,0.1569558685950323,1.0,525
sub-05,ses-03,1,bold,0.49786091317276515,1.0,525
sub-05,ses-03,2,bold,0.886603057298041,1.0,525
sub-05,ses-03,3,bold,1.2356561792712162,1.0,525
sub-05,ses-03,4,bold,1.471687582533221,1.0,525
sub-05,ses-03,5,bold,1.407028645782149,1.0,525
sub-05,ses-03,6,bold,1.1704715601075666,1.0,525
sub-05,ses-03,7,bold,0.8119561547073939,1.0,525
sub-05,ses-03,8,bold,0.3816850999859067,1.0,525
sub-05,ses-03,9,bold,-0.0018002200132483104,1.0,525
sub-05,ses-03,10,bold,-0.3508533419864346,1.0,525
sub-05,ses-03,11,bold,-0.6428699221914247,1.0,525
sub-05,ses-03,12,bold,-0.8578740289490017,1.0,525
sub-05,ses-03,13,bold,-0.9887689496889562,1.0,525
sub-05,ses-03,14,bold,-1.0471196974886965,1.0,525
sub-05,ses-03,15,bold,-1.0471196974886965,1.0,525
sub-05,ses-03,0,bold,-0.3871254284565473,1.0,575
sub-05,ses-03,1,bold,0.13697993691583754,1.0,575
sub-05,ses-03,2,bold,0.562257008717526,1.0,575
sub-05,ses-03,3,bold,0.68684374050616,1.0,575
sub-05,ses-03,4,bold,0.6424235766405939,1.0,575
sub-05,ses-03,5,bold,0.47026258651072794,1.0,575
sub-05,ses-03,6,bold,0.22608310585328084,1.0,575
sub-05,ses-03,7,bold,0.03184345439379843,1.0,575
sub-05,ses-03,8,bold,-0.14899129554410973,1.0,575
sub-05,ses-03,9,bold,-0.31221568465958915,1.0,575
sub-05,ses-03,10,bold,-0.4428477641932216,1.0,575
sub-05,ses-03,11,bold,-0.5556066416981253,1.0,575
sub-05,ses-03,12,bold,-0.6341961623833492,1.0,575
sub-05,ses-03,13,bold,-0.6720452960912837,1.0,575
sub-05,ses-03,14,bold,-0.6652114247273633,1.0,575
sub-05,ses-03,15,bold,-0.6207912608617971,1.0,575
sub-05,ses-03,0,bold,-1.3780367762268209,1.0,0.0
sub-05,ses-03,1,bold,-1.1477878795035368,1.0,0.0
sub-05,ses-03,2,bold,-0.6757250729795605,1.0,0.0
sub-05,ses-03,3,bold,-0.14899129554410973,1.0,0.0
sub-05,ses-03,4,bold,0.3243857170114106,1.0,0.0
sub-05,ses-03,5,bold,0.6518858600675692,1.0,0.0
sub-05,ses-03,6,bold,0.6403208469901278,1.0,0.0
sub-05,ses-03,7,bold,0.440298688991958,1.0,0.0
sub-05,ses-03,8,bold,0.11463843437993226,1.0,0.0
sub-05,ses-03,9,bold,-0.252550730828327,1.0,0.0
sub-05,ses-03,10,bold,-0.5172318255775799,1.0,0.0
sub-05,ses-03,11,bold,-0.7159397775442389,1.0,0.0
sub-05,ses-03,12,bold,-0.8342183203815523,1.0,0.0
sub-05,ses-03,13,bold,-0.8739073425336197,1.0,0.0
sub-05,ses-03,14,bold,-0.8439434450148275,1.0,0.0
sub-05,ses-03,15,bold,-0.7724506368998352,1.0,0.0
sub-05,ses-03,0,bold,-0.10930227339204235,1.0,705
sub-05,ses-03,1,bold,0.25236722648378507,1.0,705
sub-05,ses-03,2,bold,0.579078845921055,1.0,705
sub-05,ses-03,3,bold,0.8119561547073939,1.0,705
sub-05,ses-03,4,bold,0.8003911416299525,1.0,705
sub-05,ses-03,5,bold,0.6555656369558349,1.0,705
sub-05,ses-03,6,bold,0.40796922061643315,1.0,705
sub-05,ses-03,7,bold,0.11148433990426643,1.0,705
sub-05,ses-03,8,bold,-0.1379519648792904,1.0,705
sub-05,ses-03,9,bold,-0.36005278420710995,1.0,705
sub-05,ses-03,10,bold,-0.5337908215747977,1.0,705
sub-05,ses-03,11,bold,-0.6554863000940658,1.0,705
sub-05,ses-03,12,bold,-0.7146255715127059,1.0,705
sub-05,ses-03,13,bold,-0.7282933142405912,1.0,705
sub-05,ses-03,14,bold,-0.7185681896072937,1.0,705
sub-05,ses-03,15,bold,-0.6912327041515565,1.0,705
sub-05,ses-03,0,vaso,0.6298942930943463,2.0,705
sub-05,ses-03,1,vaso,1.0036621854488614,2.0,705
sub-05,ses-03,2,vaso,1.3426609715378568,2.0,705
sub-05,ses-03,3,vaso,1.3339686949714769,2.0,705
sub-05,ses-03,4,vaso,0.8906625900858667,2.0,705
sub-05,ses-03,5,vaso,0.4212796555011167,2.0,705
sub-05,ses-03,6,vaso,0.02143493344743952,2.0,705
sub-05,ses-03,7,vaso,-0.16110287444663918,2.0,705
sub-05,ses-03,8,vaso,-0.2045642572785722,2.0,705
sub-05,ses-03,9,vaso,0.030127210013830563,2.0,705
sub-05,ses-03,10,vaso,0.16920363507597624,2.0,705
sub-05,ses-03,11,vaso,0.1605113585095852,2.0,705
sub-05,ses-03,12,vaso,0.012742656881059578,2.0,705
sub-05,ses-03,13,vaso,-0.2045642572785722,2.0,705
sub-05,ses-03,14,vaso,-0.6739471918633111,2.0,705
sub-05,ses-03,15,vaso,-1.1085610201825302,2.0,705
